Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_09_976.jpg;0;0;0;0;99.66999;85.58897;0.0002337415;57.06394;-2.628875E-06
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_066.jpg;0;0;0;0;99.66999;85.58897;0.0002337415;57.06394;-2.628875E-06
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_128.jpg;0;0;0;0;99.66999;85.58897;0.0002337415;57.06394;-2.628875E-06
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_195.jpg;0;0;0;0;99.66999;85.58897;0.0002337415;57.06394;-2.628875E-06
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_263.jpg;0;0;0;0;99.66999;85.58897;0.0002337415;57.06394;-2.628875E-06
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_310.jpg;0;0;0;0;99.66999;85.58897;0.0002337415;57.06394;-2.628875E-06
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_380.jpg;0;0;0;0;99.66999;85.58897;0.0002337415;57.06394;-2.628875E-06
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_464.jpg;0;0;0;0;99.66999;85.58897;0.0002337415;57.06394;-2.628875E-06
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_509.jpg;0;0;0;0;99.66999;85.58897;0.0002337415;57.06394;-2.628875E-06
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_562.jpg;0;0;0;0;99.66999;85.58897;0.0002337415;57.06394;-2.628875E-06
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_610.jpg;0;0;0;0;99.66999;85.58897;0.0002337415;57.06394;-2.628875E-06
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_663.jpg;0;0;0;0;99.66999;85.58897;0.0002337415;57.06394;-2.628875E-06
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_710.jpg;0;0;0;0;99.66999;85.58897;0.0002337415;57.06394;-2.628875E-06
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_763.jpg;0;0;0;0;99.66999;85.58897;0.0002337415;57.06394;-2.628875E-06
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_810.jpg;0;0.2001421;0;0;99.66978;85.58865;359.9908;57.06426;-2.666375E-06
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_866.jpg;0;0.299376;0;0;99.67059;85.58988;0.02391385;57.11988;-4.390348E-05
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_910.jpg;0;0.5035236;0;0.03053191;99.67165;85.59154;0.06546997;57.00174;0.0001130717
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_10_966.jpg;0;0.5990281;0;0.03158329;99.67437;85.59574;0.1674805;57.07336;0.0001035005
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_010.jpg;0;0.8037515;0;0.06554601;99.67683;85.59952;0.2550932;57.0652;3.690607E-05
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_080.jpg;0;1;0;0.118817;99.68504;85.61215;0.529129;57.06205;-0.0007495251
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_164.jpg;0;1;0;0.1748579;99.69659;85.62988;0.8525336;56.9016;-0.0001816871
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_210.jpg;0;0.9592927;0;0.2381853;99.70374;85.6408;1.03124;56.84371;-3.228855E-05
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_298.jpg;0;0.7544885;0;0.2864957;99.7231;85.66982;1.326456;57.07077;359.9939
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_363.jpg;0;0.9483571;0;0.3214829;99.73382;85.68547;1.197882;57.1081;-0.0003488694
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_411.jpg;0;1;0;0.3954251;99.74202;85.69799;1.132675;57.22175;-0.001534504
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_477.jpg;0;0.9047801;0;0.4538985;99.76196;85.72865;1.11875;57.12783;-0.0002414238
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_533.jpg;0;0.8035815;0;0.4851515;99.77275;85.74523;1.124853;57.07465;0.0004187232
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_583.jpg;0;1;0;0.511425;99.79046;85.77238;1.167612;57.06651;-0.0007221489
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_644.jpg;-1.607337;0.9196332;0;0.5627511;99.81003;85.80192;1.217109;57.1994;-0.002004926
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_714.jpg;-5.699344;0.7150328;0;0.6182218;99.83152;85.8328;1.235124;56.9787;0.001241995
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_763.jpg;-7.867012;0.8234162;0;0.6376649;99.85461;85.86402;1.198658;56.53526;0.002596547
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_827.jpg;-10.83138;1;0;0.6859819;99.8803;85.8971;1.178791;56.07307;0.002506196
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_898.jpg;-13.77557;0.80089;0;0.7347712;99.91847;85.94318;1.177422;55.13488;-0.005188117
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_943.jpg;-15;1;0;0.7650902;99.93935;85.96748;1.190381;54.56196;-0.004650522
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_11_999.jpg;-15;1;0;0.8003204;99.9726;86.00508;1.201373;53.59409;0.001859474
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_043.jpg;-15;0.7938161;0;0.8492344;99.99597;86.03072;1.196785;52.94659;0.004983497
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_136.jpg;-12.98304;0.5983446;0;0.8859167;100.0576;86.0964;1.181482;51.47929;-0.00221516
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_195.jpg;-15;0.8067994;0;0.9226392;100.0978;86.13743;1.197284;50.5456;359.9807
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_262.jpg;-15;0.9978843;0;0.9660016;100.1401;86.1791;1.196623;49.48973;359.9735
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_326.jpg;-15;0.7960985;0;1.014546;100.1846;86.22123;1.181882;48.35408;359.97
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_394.jpg;-15;0.7012591;0;1.054975;100.2314;86.26401;1.162791;47.29943;359.9671
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_443.jpg;-11.01821;0.8071148;0;1.083328;100.28;86.30862;1.165996;46.32689;359.9757
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_500.jpg;-9.017215;0.7070649;0;1.112719;100.3304;86.35526;1.196308;45.59553;359.9913
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_561.jpg;-4.884539;0.5004311;0;1.147847;100.3814;86.40314;1.213769;45.09937;0.002301837
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_625.jpg;-0.9995413;0.6946809;0;1.179649;100.4329;86.45262;1.214938;44.90191;0.0006615031
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_676.jpg;0;0.495724;0;1.211028;100.4851;86.50383;1.217171;44.87894;-0.00013039
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_731.jpg;0;0.395272;0;1.224983;100.5201;86.53838;1.213214;44.87197;-0.0002870657
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_777.jpg;-3.282852;0.5976043;0;1.240917;100.5742;86.59027;1.207506;44.64626;0.0003467624
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_851.jpg;-3.042183;0.5855708;0;1.268938;100.6301;86.64292;1.210852;44.32573;0.0004673053
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_896.jpg;-5.27298;0.474031;0;1.286151;100.6874;86.69568;1.206478;43.90474;359.994
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_12_944.jpg;-7.995;0.2918496;0;1.305345;100.7265;86.73006;1.184979;43.48272;359.9754
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_014.jpg;-7.976475;0.4899962;0;1.320688;100.7864;86.78053;1.128612;42.68676;359.9293
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_096.jpg;-12.41138;0.487942;0;1.34357;100.8907;86.86283;1.0051;41.05826;359.8168
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_144.jpg;-15;0.3079987;0;1.361804;100.934;86.89407;0.928551;40.21712;359.7516
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_218.jpg;-15;0.1092849;0;1.37019;101.0219;86.95405;0.7416295;38.46613;359.5928
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_296.jpg;-15;0.3191381;0;1.371976;101.1117;87.01133;0.5364862;36.71405;359.4059
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_344.jpg;-15;0.5101449;0;1.381398;101.1576;87.03934;0.4354662;35.8332;359.3135
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_414.jpg;-15;0.3117731;0;1.403234;101.2279;87.08037;0.2803032;34.50028;359.1823
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_484.jpg;-15;0.3124626;0;1.409683;101.3235;87.13258;0.06981632;32.71704;359.0033
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_558.jpg;-15;0.5108981;0;1.423949;101.4224;87.18349;359.9226;30.94978;358.8655
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_611.jpg;-11.37474;0.3296351;0;1.441775;101.4735;87.21009;359.9359;30.19317;358.8757
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_681.jpg;-15;0.3392267;0;1.446966;101.5789;87.26003;0.01443224;28.48947;358.9201
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_748.jpg;-13.00836;0.5378118;0;1.457199;101.6591;87.29482;0.01570074;27.17248;358.9608
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_794.jpg;-10.97202;0.4359951;0;1.472631;101.7136;87.31792;0.02532776;26.41996;358.9955
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_846.jpg;-13.74222;0.2440069;0;1.487856;101.7968;87.35018;0.03850325;25.13567;359.0069
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_894.jpg;-11.74849;0.3436935;0;1.491735;101.8528;87.3713;0.04897764;24.33704;359.0169
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_13_946.jpg;-7.663679;0.5479341;0;1.507196;101.938;87.40405;0.08554551;23.44288;359.0636
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_14_012.jpg;-3.689761;0.3492382;0;1.535195;102.0245;87.43783;0.1442667;22.84453;359.1401
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_14_080.jpg;0;0.1457543;0;1.545143;102.1401;87.48525;0.2256407;22.61421;359.3041
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_14_146.jpg;0;0.1457193;0;1.548791;102.2268;87.52131;0.2798872;22.60275;359.4394
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_14_212.jpg;0;0;0;1.549125;102.3132;87.55721;0.316966;22.60181;359.5737
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_14_281.jpg;0;0;0;1.544681;102.4274;87.60463;0.3297289;22.60179;359.7468
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_14_350.jpg;0;0.2000735;0;1.540689;102.5127;87.64001;0.3225983;22.60172;359.8692
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_14_412.jpg;0;0;0;1.543603;102.598;87.67538;0.3084697;22.60186;359.9832
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_14_479.jpg;0;0;0;1.539228;102.711;87.72218;0.2637182;22.60214;0.1195735
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_14_543.jpg;0;0.1985221;0;1.535183;102.7954;87.75719;0.2214966;22.60227;0.2085377
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_14_616.jpg;0;0.1989541;0;1.544106;102.909;87.80416;0.1813252;22.60093;0.3045551
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_14_683.jpg;0;0;0;1.547579;102.9941;87.83931;0.1433952;22.59782;0.3545804
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_14_750.jpg;0;0;0;1.541503;103.0788;87.87431;0.09237148;22.59589;0.3917963
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_14_816.jpg;0;0;0;1.536417;103.191;87.92076;0.01208116;22.59495;0.4243869
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_14_880.jpg;0;0.2068505;0;1.53224;103.2752;87.95559;359.9627;22.59248;0.4310315
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_14_947.jpg;0;0.1928401;0;1.537968;103.3602;87.99073;359.942;22.58899;0.4212966
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_015.jpg;0;0;0;1.540774;103.4737;88.0378;359.9248;22.58768;0.397109
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_058.jpg;0;0;0;1.537962;103.5303;88.06126;359.9147;22.58688;0.378687
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_110.jpg;0;0.1979105;0;1.534117;103.5869;88.08475;359.9063;22.58641;0.3579253
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_192.jpg;0;0.1897674;0;1.540907;103.7012;88.13139;359.9141;22.47182;0.293661
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_256.jpg;0;0;0;1.542563;103.8154;88.17858;359.926;22.46429;0.2384379
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_311.jpg;0;0;0;1.537961;103.8722;88.20208;359.9261;22.46406;0.2100034
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_379.jpg;0;0.1976995;0;1.53532;103.9858;88.24908;359.9273;22.46407;0.1528693
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_445.jpg;0;0.1998868;0;1.540967;104.0716;88.28458;359.9439;22.46409;0.1108258
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_492.jpg;0;0.1006143;0;1.544414;104.1289;88.3083;359.9574;22.46408;0.08362293
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_544.jpg;0;0;0;1.541882;104.2145;88.34377;359.9706;22.46402;0.04457133
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_626.jpg;0;0.0968399;0;1.536777;104.3282;88.3908;359.9731;22.46397;-0.003315229
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_690.jpg;0;0.3129959;0;1.537694;104.4138;88.42626;359.9846;22.464;359.9645
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_744.jpg;0;0.1034997;0;1.547535;104.4999;88.46193;0.007756152;22.46397;359.936
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_810.jpg;0;0;0;1.545506;104.5859;88.49752;0.0241566;22.46389;359.9113
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_880.jpg;0;0.2080643;0;1.543445;104.7003;88.54491;0.03936537;22.46383;359.8847
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_15_949.jpg;1.98216;0.2082174;0;1.549593;104.7864;88.58127;0.0615676;22.55727;359.8842
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_016.jpg;2.115984;0;0;1.552633;104.9003;88.63163;0.08390327;22.96315;359.9305
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_092.jpg;6.103406;0;0;1.548031;104.9844;88.67065;0.08185337;23.43536;0.0003010789
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_144.jpg;4.854727;0.1928608;0;1.543356;105.0682;88.71007;0.07563435;23.90277;0.07450093
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_212.jpg;8.687053;0.3844771;0;1.550429;105.1514;88.7515;0.07026867;24.57367;0.1790015
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_292.jpg;8.706379;0.1764214;0;1.56018;105.262;88.80901;0.06024466;25.5892;0.3279803
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_345.jpg;11.39036;0;0;1.556879;105.3426;88.85493;0.02482178;26.65774;0.4825108
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_412.jpg;15;0.1884813;0;1.551212;105.4212;88.90312;359.9744;27.94141;0.6612077
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_461.jpg;15;0.2915132;0;1.550041;105.4986;88.95423;359.9614;29.39326;0.8606425
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_511.jpg;15;0.08863807;0;1.554936;105.5499;88.98956;359.9747;30.37756;0.9896457
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_579.jpg;12.93397;0;0;1.549018;105.6511;89.06108;0.0005283792;32.23601;1.168091
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_647.jpg;15;0.09875393;0;1.543519;105.7253;89.11515;359.9925;33.60051;1.13514
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_714.jpg;15;0.305181;0;1.540356;105.7972;89.17247;-0.003320539;35.02942;1.079807
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_792.jpg;14.99856;0.1055853;0;1.547081;105.8908;89.2525;0.006072038;36.87255;1.029311
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_856.jpg;15;0;0;1.543851;105.9807;89.33602;0.007838336;38.83647;1.040349
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_912.jpg;15;0.07345247;0;1.535254;106.0245;89.37856;0.006881816;39.81415;1.046021
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_16_994.jpg;15;0.2707679;0;1.534652;106.11;89.46584;0.002858194;41.75887;1.053513
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_17_046.jpg;15;0.06698942;0;1.539347;106.1724;89.53315;-0.0004826756;43.21762;1.048933
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_17_113.jpg;15;0;0;1.534001;106.2327;89.60196;359.9942;44.67679;1.051658
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_17_180.jpg;15;0.09958792;0;1.527312;106.3101;89.6956;359.9913;46.61032;1.059086
/home/wolf/Projects/udacity/robotnd/rover/RoboND-Rover-Project/output/recording/IMG/robocam_2018_10_20_16_09_17_248.jpg;15;0.3056037;0;1.527207;106.3663;89.76776;0.004574813;48.06376;1.073139
